OID,Year,Date,ID,UTMEast,UTMNorth,Sex,Weight,SVL,TailLength,TotalLength,TailStatus,ReproStatus,#FolliclesOrEggs
5044,2017,2017-02-18,18Feb17.03,537361,2805609,Male,,,,,,,
5046,2017,2017-02-19,19Feb17.01,519027,2807146,Female,,,,,,,
5055,2017,2017-02-22,11Feb17.02,,,Male,8756,222.0,31.0,253.0,Intact,Turgid,
5056,2017,2017-02-22,15Feb17.01,,,Female,11606,249.0,33.5,282.5,Intact,Primary,
5057,2017,2017-02-22,16Feb17.02,,,Male,7824,213.0,34.5,247.5,Intact,Turgid,
5059,2017,2017-02-22,18Feb17.01,,,Male,9574,236.5,35.5,272.0,Intact,Turgid,
5060,2017,2017-02-22,18Feb17.02,,,Male,5206,189.0,27.0,216.0,Intact,Semi-turgid,
5061,2017,2017-02-22,18Feb17.03,,,Male,6602,220.2,33.5,253.7,Intact,Turgid,
5064,2017,2017-02-22,19Feb17.01,,,Female,5254,204.3,27.0,231.3,Intact,Primary,
5066,2017,2017-02-27,27Feb17.01,558960,2815707,Female,,,,,,,
5068,2017,2017-02-28,28Feb17.01,515261,2851346,,,,,,,,
5070,2017,2017-03-01,27Feb17.01,,,Female,9320,272.0,34.7,306.7,Intact,Primary,
5072,2017,2017-03-07,07Mar17.01,532483,2808080,Female,,,,,,,
5074,2017,2017-03-10,10Mar17.01,519027,2807146,Female,,,,,,,
5085,2017,2017-03-14,07Mar17.01,,,Female,514,92.0,12.5,104.5,Intact,Undeveloped,
5086,2017,2017-03-14,10Mar17.01,,,Female,3884,165.5,24.5,190.0,Intact,Primary,
5088,2017,2017-03-18,18Mar17.01,519027,2807146,Female,,,,,,,
5093,2017,2017-03-23,18Mar17.01,,,Female,2022,150.9,19.9,170.8,Intact,Primary,
5104,2017,2017-03-31,01Apr17.01,508142,2781696,Female,,,,,,,
5109,2017,2017-03-31,31Mar17.01,523416,2839421,Male,,,,,,,
5111,2017,2017-03-31,31Mar17.02,523416,2839421,Male,,,,,,,
5113,2017,2017-03-31,31Mar17.03,523416,2839421,Male,,,,,,,
5115,2017,2017-04-02,02Apr17.01,520302,2795294,Female,,,,,,,
5133,2017,2017-04-05,01Apr17.01,,,Female,8398,249.5,32.5,282.0,Intact,Primary,
5134,2017,2017-04-05,02Apr17.01,,,Female,6722,197.2,27.3,224.5,Intact,Secondary,12
5150,2017,2017-04-05,31Mar17.01,,,Male,5074,204.5,19.0,223.5,Broken,Semi-turgid,
5151,2017,2017-04-05,31Mar17.02,,,Male,8604,238.0,35.5,273.5,Intact,Semi-turgid,
5152,2017,2017-04-05,31Mar17.03,,,Male,6418,228.5,33.0,261.5,Intact,Semi-turgid,
5173,2017,2017-04-13,13Apr17.02,490186,2860567,Female,,,,,,,
5184,2017,2017-04-22,22Apr17.02,544233,2809697,Male,,,,,,,
5192,2017,2017-04-25,22Apr17.02,,,Male,910,112.0,15.5,127.5,Intact,,
5198,2017,2017-04-25,22Apr17.02,,,Male,,,,,,Undeveloped,
5218,2017,2017-04-29,29Apr17.05,538740,2810000,Male,,,,,,,
5253,2017,2017-05-07,07May17.01,540834,2807720,Male,,,,,,,
5282,2017,2017-05-08,07May17.01,,,Male,4354,200.7,27.4,228.1,Intact,Semi-turgid,
5291,2017,2017-05-08,29Apr17.05,,,Male,1936,149.0,20.5,169.5,Intact,Flaccid,
5325,2017,2017-05-18,18May17.03,577203,2790288,Male,,,,,,,
5327,2017,2017-05-18,18May17.04,538460,2808891,Male,,,,,,,
5361,2017,2017-05-23,18May17.03,,,Male,6842,209.0,29.5,238.5,Intact,,
5362,2017,2017-05-23,18May17.04,,,Male,1630,147.5,19.0,166.5,Intact,Undeveloped,
5373,2017,2017-05-26,13Feb17.02,,,Female,30600,387.0,48.5,435.5,Intact,Primary,
5395,2017,2017-06-05,05Jun17.01,499673,2849155,Female,,,,,,,
5399,2017,2017-06-07,07Jun17.02,489920,2853970,Male,,,,,,,
5415,2017,2017-06-12,12Jun17.01,515425,2789109,Female,,,,,,,
5417,2017,2017-06-12,07Jun17.02,,,Male,1596,152.0,21.0,173.0,Intact,Undeveloped,
5421,2017,2017-06-13,13Jun17.01,534265,2804020,Male,,,,,,,
5431,2017,2017-06-15,15Jun17.02,510361,2785242,,,,,,,,
5455,2017,2017-06-21,21Jun17.03,520295,2797119,Male,,,,,,,
5457,2017,2017-06-21,21Jun17.04,518457,2791129,Male,,,,,,,
5459,2017,2017-06-21,21Jun17.05,513257,2787646,Female,,,,,,,
5485,2017,2017-06-22,12Jun17.01,,,Female,7222,219.0,28.6,247.6,Intact,Eggs,13
5486,2017,2017-06-22,13Jun17.01,,,Male,1712,148.5,20.0,168.5,Intact,Undeveloped,
5491,2017,2017-06-23,15Jun17.02,,,,882,101.0,14.0,115.0,Intact,,
5498,2017,2017-06-22,21Jun17.03,,,Male,7410,233.5,34.0,267.5,Intact,,
5499,2017,2017-06-22,21Jun17.04,,,Male,1164,116.0,15.5,131.5,Intact,Undeveloped,
5500,2017,2017-06-22,21Jun17.05,,,Female,4054,184.5,24.3,208.8,Intact,Undeveloped,
5501,2017,2017-06-22,21Jun17.06,,,Female,19600,279.0,40.5,319.5,Intact,Secondary,19
5576,2017,2017-07-02,02Jul17.04,532244,2808097,Male,,,,,,,
5584,2017,2017-07-03,03Jul17.05,520303,2796250,Male,,,,,,,
5602,2017,2017-07-05,05Jul17.04,539624,2809494,Female,,,,,,,
5604,2017,2017-07-05,05Jul17.05,520218,2801261,Male,,,,,,,
5636,2017,2017-07-06,02Jul17.04,,,Male,2858,197.5,23.0,220.5,Intact,,
5639,2017,2017-07-06,03Jul17.05,,,Male,984,118.0,16.0,134.0,Intact,Undeveloped,
5645,2017,2017-07-06,05Jul17.05,,,Male,2250,161.0,22.0,183.0,Intact,Undeveloped,
5667,2017,2017-07-10,05Jul17.04,,,Female,3904,192.4,26.7,219.1,Intact,Primary,
5700,2017,2017-07-18,18Jul17.03,491296,2860455,Male,,,,,,,
5729,2017,2017-07-20,20Jul17.03,517090,2801731,Female,,,,,,,
5731,2017,2017-07-21,21Jul17.01,520327,2795857,Male,,,,,,,
5735,2017,2017-07-23,23Jul17.02,518491,2791159,Male,,,,,,,
5737,2017,2017-07-23,23Jul17.03,518491,2791159,Male,,,,,,,
5739,2017,2017-07-23,23Jul17.04,518491,2791159,Female,,,,,,,
5741,2017,2017-07-24,24Jul17.01,519027,2807146,Female,,,,,,,
5745,2017,2017-07-24,24Jul17.03,521975,2810421,Male,,,,,,,
5749,2017,2017-07-25,20Jul17.04,518170,2802424,Male,,,,,,,
5767,2017,2017-07-25,25Jul17.05,542643,2833130,Male,,,,,,,
5770,2017,2017-07-25,20Jul17.03,,,Female,1246,134.0,18.0,152.0,Intact,Undeveloped,
5771,2017,2017-07-25,20Jul17.04,,,Male,1330,123.0,18.0,141.0,Intact,Flaccid,
5772,2017,2017-07-25,21Jul17.01,,,Male,82,62.5,8.0,70.5,Intact,Undeveloped,
5774,2017,2017-07-25,23Jul17.02,,,Male,94,59.0,8.0,67.0,Intact,Undeveloped,
5775,2017,2017-07-25,23Jul17.03,,,Male,112,53.5,7.5,61.0,Intact,Undeveloped,
5776,2017,2017-07-25,23Jul17.04,,,Female,94,59.0,7.5,66.5,Intact,Undeveloped,
5777,2017,2017-07-26,24Jul17.01,,,Female,1534,,,151.5,Intact,Undeveloped,
5779,2017,2017-07-25,24Jul17.03,,,Male,2250,162.0,20.0,182.0,Intact,Flaccid,
5785,2017,2017-07-26,26Jul17.01,543822,2832394,Male,,,,,,,
5787,2017,2017-07-26,26Jul17.02,518441,2806053,Female,,,,,,,
5791,2017,2017-07-27,27Jul17.02,520294,2797330,Female,,,,,,,
5798,2017,2017-07-28,28Jul17.03,542704,2831366,Female,,,,,,,
5800,2017,2017-07-29,29Jul17.01,491296,2860455,Male,,,,,,,
5804,2017,2017-07-30,30Jul17.02,519027,2807146,Female,,,,,,,
5806,2017,2017-07-30,30Jul17.03,491296,2860455,Female,,,,,,,
5814,2017,2017-08-01,01Aug17.03,518946,2791464,Female,,,,,,,
5816,2017,2017-08-01,01Aug17.04,520301,2796102,Male,,,,,,,
5818,2017,2017-08-01,01Aug17.05,542527,2836187,Female,,,,,,,
5820,2017,2017-08-01,01Aug17.06,491296,2860455,Male,,,,,,,
5822,2017,2017-08-01,01Aug17.07,491296,2860455,Male,,,,,,,
5829,2017,2017-08-02,02Aug17.03,520300,2797329,Male,,,,,,,
5831,2017,2017-08-02,02Aug17.04,515240,2851425,Female,,,,,,,
5833,2017,2017-08-02,02Aug17.05,491296,2860455,Female,,,,,,,
5835,2017,2017-08-02,02Aug17.06,491296,2860455,Male,,,,,,,
5859,2017,2017-08-03,01Aug17.03,,,Female,96,57.7,8.5,66.2,Intact,Undeveloped,
5860,2017,2017-08-03,01Aug17.04,,,Male,108,57.5,9.0,66.5,Intact,Undeveloped,
5861,2017,2017-08-03,01Aug17.05,,,Female,2552,160.5,22.5,183.0,Intact,Undeveloped,
5864,2017,2017-08-03,02Aug17.03,,,Male,106,58.4,8.5,66.9,Intact,Undeveloped,
5868,2017,2017-08-04,04Aug17.02,491296,2860455,Male,,,,,,,
5870,2017,2017-08-04,04Aug17.03,491296,2860455,Female,,,,,,,
5872,2017,2017-08-04,04Aug17.04,464395,2870841,Male,,,,,,,
5873,2017,2017-08-03,25Jul17.05,,,Male,98,55.8,8.5,64.3,Intact,Undeveloped,
5874,2017,2017-08-03,26Jul17.01,,,Male,88,56.5,8.0,64.5,Intact,Undeveloped,
5875,2017,2017-08-03,26Jul17.02,,,Female,2282,157.0,21.7,178.7,Intact,Undeveloped,
5876,2017,2017-08-03,27Jul17.02,,,Female,112,60.3,9.0,69.3,Intact,Undeveloped,
5879,2017,2017-08-03,28Jul17.03,,,Female,9300,260.8,34.0,294.8,Intact,Primary,
5882,2017,2017-08-03,30Jul17.02,,,Female,88,57.4,8.5,65.9,Intact,Undeveloped,
5889,2017,2017-08-05,05Aug17.03,542630,2833378,Male,,,,,,,
5891,2017,2017-08-05,05Aug17.04,542658,2832415,Female,,,,,,,
5893,2017,2017-08-05,05Aug17.05,542662,2830562,Male,,,,,,,
5895,2017,2017-08-05,05Aug17.06,491296,2860455,Female,,,,,,,
5897,2017,2017-08-06,06Aug17.01,542668,2832193,Male,,,,,,,
5899,2017,2017-08-06,06Aug17.02,542662,2830367,Male,,,,,,,
5901,2017,2017-08-06,06Aug17.03,514043,2849185,Female,,,,,,,
5913,2017,2017-08-08,08Aug17.03,518497,2802951,Male,,,,,,,
5917,2017,2017-08-08,08Aug17.05,513785,2852982,Male,,,,,,,
5919,2017,2017-08-08,08Aug17.06,491296,2860455,Male,,,,,,,
5921,2017,2017-08-08,08Aug17.07,491296,2860455,,,,,,,,
5932,2017,2017-08-09,09Aug17.03,511756,2855050,Female,,,,,,,
5934,2017,2017-08-09,09Aug17.04,490588,2860510,Female,,,,,,,
5936,2017,2017-08-09,09Aug17.05,464395,2870841,Female,,,,,,,
5938,2017,2017-08-09,09Aug17.06,510993,2855770,Male,,,,,,,
5944,2017,2017-08-10,10Aug17.03,491296,2860455,Female,,,,,,,
5946,2017,2017-08-10,10Aug17.04,514695,2852018,Male,,,,,,,
5948,2017,2017-08-10,10Aug17.05,509657,2857047,Female,,,,,,,
5950,2017,2017-08-10,10Aug17.06,510512,2856227,Male,,,,,,,
5952,2017,2017-08-10,11Aug17.06,510329,2856367,Female,,,,,,,
5973,2017,2017-08-11,11Aug17.03,523464,2837636,Female,,,,,,,
5975,2017,2017-08-11,11Aug17.04,542665,2830627,Female,,,,,,,
5977,2017,2017-08-11,11Aug17.05,542657,2832456,Female,,,,,,,
5980,2017,2017-08-11,11Aug17.07,487799,2860829,Female,,,,,,,
5981,2017,2017-08-11,05Aug17.03,,,Male,154,68.1,9.2,77.3,Intact,Undeveloped,
5982,2017,2017-08-11,05Aug17.04,,,Female,134,65.4,8.8,74.2,Intact,Undeveloped,
5983,2017,2017-08-11,05Aug17.05,,,Male,104,61.5,8.9,70.4,Intact,Undeveloped,
5984,2017,2017-08-11,06Aug17.01,,,Male,102,59.3,8.6,67.9,Intact,Undeveloped,
5985,2017,2017-08-11,06Aug17.02,,,Male,128,63.5,9.1,72.6,Intact,Undeveloped,
5989,2017,2017-08-11,08Aug17.03,,,Male,80,55.2,7.9,63.1,Intact,Undeveloped,
6001,2017,2017-08-12,12Aug17.05,542619,2833723,Male,,,,,,,
6003,2017,2017-08-12,12Aug17.06,542663,2830573,Male,,,,,,,
6005,2017,2017-08-12,12Aug17.07,497844,2859709,Female,,,,,,,
6007,2017,2017-08-12,12Aug17.08,491296,2860455,Female,,,,,,,
6009,2017,2017-08-12,12Aug17.09,487036,2860922,Female,,,,,,,
6011,2017,2017-08-12,12Aug17.10,491296,2860455,Male,,,,,,,
6013,2017,2017-08-12,12Aug17.11,489791,2860614,Female,,,,,,,
6015,2017,2017-08-12,12Aug17.12,516221,2850375,Male,,,,,,,
6017,2017,2017-08-12,12Aug17.13,491296,2860455,Female,,,,,,,
6025,2017,2017-08-13,13Aug17.05,478594,2861866,Female,,,,,,,
6027,2017,2017-08-13,13Aug17.06,467902,2864805,,,,,,,,
6029,2017,2017-08-13,13Aug17.07,491805,2860373,Female,,,,,,,
6031,2017,2017-08-13,13Aug17.08,515931,2880890,Female,,,,,,,
6043,2017,2017-08-14,14Aug17.05,542661,2832448,Female,,,,,,,
6061,2017,2017-08-17,17Aug17.03,520199,2808620,Male,,,,,,,
6095,2017,2017-08-18,11Aug17.03,,,Female,9800,289.4,34.3,323.7,Intact,Primary,
6096,2017,2017-08-18,11Aug17.04,,,Female,100,57.0,8.0,65.0,Intact,Undeveloped,
6097,2017,2017-08-18,11Aug17.05,,,Female,106,58.5,8.7,67.2,Intact,Undeveloped,
6101,2017,2017-08-18,12Aug17.05,,,Male,180,70.0,10.0,80.0,Intact,Undeveloped,
6102,2017,2017-08-18,12Aug17.06,,,Male,12400,263.4,40.2,303.6,Intact,Turgid,
6107,2017,2017-08-18,14Aug17.05,,,Female,114,60.2,8.8,69.0,Intact,Undeveloped,
6116,2017,2017-08-18,17Aug17.03,,,Male,94,59.5,7.7,67.2,Intact,Undeveloped,
6126,2017,2017-08-22,22Aug17.03,520033,2792209,Female,,,,,,,
6148,2017,2017-08-23,22Aug17.03,,,Female,4314,196.0,26.8,222.8,Intact,Primary,
6154,2017,2017-08-25,25Aug17.02,542605,2834155,Female,,,,,,,
6166,2017,2017-08-26,26Aug17.06,542692,2831586,Female,,,,,,,
6168,2017,2017-08-27,27Aug17.02,542560,2835385,Male,,,,,,,
6172,2017,2017-08-28,28Aug17.02,515024,2788701,Female,,,,,,,
6188,2017,2017-08-30,30Aug17.04,490563,2778292,Female,,,,,,,
6190,2017,2017-08-30,30Aug17.05,520335,2793599,Male,,,,,,,
6227,2017,2017-08-31,25Aug17.02,,,Female,102,62.0,8.5,70.5,Intact,Undeveloped,
6233,2017,2017-08-31,26Aug17.06,,,Female,1210,127.3,18.2,145.5,Intact,Undeveloped,
6234,2017,2017-08-31,27Aug17.02,,,Male,116,61.4,8.7,70.1,Intact,Undeveloped,
6236,2017,2017-08-31,28Aug17.02,,,Female,,307.1,37.0,344.1,Intact,Primary,
6244,2017,2017-08-31,30Aug17.04,,,Female,6200,232.7,31.0,263.7,Intact,Primary,
6245,2017,2017-08-31,30Aug17.05,,,Male,145,64.5,8.9,73.4,Intact,Undeveloped,
6273,2017,2017-09-04,04Sep17.02,497413,2849123,Female,,,,,,,
6334,2017,2017-09-19,19Sep17.01,519027,2807146,Female,,,,,,,
6337,2017,2017-09-23,23Sep17.01,514537,2852259,Female,,,,,,,
6345,2017,2017-09-27,27Sep17.02,514111,2788215,Female,,,,,,,
6347,2017,2017-09-27,27Sep17.03,514019,2788149,Male,,,,,,,
6373,2017,2017-10-02,02Oct17.03,491296,2860455,Male,,,,,,,
6385,2017,2017-10-04,04Oct17.02,518123,2805240,Male,,,,,,,
6404,2017,2017-10-05,05Oct17.02,542685,2827545,Male,,,,,,,
6405,2017,2017-10-04,19Sep17.01,,,Female,2464,175.5,24.0,199.5,Intact,Primary,
6416,2017,2017-10-06,06Oct17.01,545236,2832400,Male,,,,,,,
6422,2017,2017-10-07,07Oct17.02,545677,2828421,Male,,,,,,,
6440,2017,2017-10-10,10Oct17.01,563929,2784087,Male,,,,,,,
6450,2017,2017-10-10,04Oct17.02,,,Male,1760,146.5,20.0,166.5,Intact,Flaccid,
6452,2017,2017-10-10,05Oct17.02,,,Male,544,95.2,13.0,108.2,Intact,Undeveloped,
6457,2017,2017-10-10,06Oct17.01,,,Male,620,101.1,14.1,115.2,Intact,Undeveloped,
6459,2017,2017-10-10,07Oct17.02,,,Male,8336,234.5,36.1,270.6,Intact,Flaccid,
6463,2017,2017-10-10,27Sep17.02,,,Female,7532,275.1,34.7,309.8,Intact,Primary,
6464,2017,2017-10-10,27Sep17.03,,,Male,5878,221.5,31.2,252.7,Intact,Flaccid,
6496,2017,2017-10-17,10Oct17.01,,,Male,4860,211.7,29.3,241.0,Intact,Flaccid,
6528,2017,2017-10-26,26Oct17.01,553096,2833429,Male,,,,,,,
6533,2017,2017-10-27,27Oct17.01,531560,2812362,Female,,,,,,,
6536,2017,2017-10-29,29Oct17.01,515574,2851103,Male,,,,,,,
6538,2017,2017-11-01,01Nov17.01,520293,2799063,Male,,,,,,,
6540,2017,2017-11-01,01Nov17.02,514818,2788685,Male,,,,,,,
6542,2017,2017-11-01,01Nov17.03,512537,2854316,Female,,,,,,,
6551,2017,2017-11-02,01Nov17.01,,,Male,480,95.7,14.3,110.0,Intact,Undeveloped,
6552,2017,2017-11-02,01Nov17.02,,,Male,5608,216.8,34.2,251.0,Intact,Flaccid,
6561,2017,2017-11-02,26Oct17.01,,,Male,6520,203.3,29.5,232.8,Intact,Semi-turgid,
6562,2017,2017-11-02,27Oct17.01,,,Female,8896,249.2,34.0,283.2,Intact,Primary,
6563,2017,2017-11-04,04Nov17.01,504590,2858940,Male,,,,,,,
6565,2017,2017-11-05,05Nov17.01,555617,2816645,Female,,,,,,,
6567,2017,2017-11-06,06Nov17.01,519027,2807146,Female,,,,,,,
6571,2017,2017-11-08,08Nov17.01,519027,2807146,Female,,,,,,,
6573,2017,2017-11-08,08Nov17.02,511454,2786367,Male,,,,,,,
6575,2017,2017-11-08,08Nov17.03,488878,2860714,Female,,,,,,,
6577,2017,2017-11-08,05Nov17.01,,,Female,17000,264.9,35.7,300.6,Intact,Primary,
6578,2017,2017-11-08,06Nov17.01,,,Female,13600,293.3,32.2,325.5,Intact,Primary,
6579,2017,2017-11-08,08Nov17.01,,,Female,3108,234.7,,,Intact,Primary,
6582,2017,2017-11-10,10Nov17.01,520172,2796250,Male,,,,,,,
6584,2017,2017-11-10,10Nov17.02,508030,2781621,Female,,,,,,,
6585,2017,2017-11-13,04Nov17.01,,,Male,3770,154.9,22.9,177.8,Intact,,
6589,2017,2017-11-13,08Nov17.02,,,Male,4002,192.7,28.9,221.6,Intact,Flaccid,
6591,2017,2017-11-13,10Nov17.01,,,Male,502,93.1,13.1,106.2,Intact,Undeveloped,
6592,2017,2017-11-13,10Nov17.02,,,Female,4610,221.0,29.0,250.0,Intact,Primary,
6594,2017,2017-11-14,14Nov17.01,542625,2833416,Male,,,,,,,
6599,2017,2017-11-18,18Nov17.01,542625,2833416,Male,,,,,,,
6601,2017,2017-11-18,18Nov17.02,520298,2800151,Female,,,,,,,
6603,2017,2017-11-18,18Nov17.03,532947,2842702,Male,,,,,,,
6607,2017,2017-11-20,14Nov17.01,,,Male,552,95.7,13.1,108.8,Intact,Flaccid,
6608,2017,2017-11-20,18Nov17.01,,,Male,3498,179.5,25.8,205.3,Intact,Semi-turgid,
6609,2017,2017-11-20,18Nov17.02,,,Female,7774,274.0,36.2,310.2,Intact,Primary,
6610,2017,2017-11-26,26Nov17.01,487886,2866407,Male,,,,,,,
6612,2017,2017-12-01,26Nov17.01,,,Male,,234.5,43.6,278.1,Intact,,
6613,2017,2017-08-01,01Aug17.06,,,Male,126,59.8,8.5,68.3,Intact,Undeveloped,
6614,2017,2017-08-01,01Aug17.07,,,Male,148,63.0,9.3,72.3,Intact,Undeveloped,
6615,2017,2017-08-02,02Aug17.05,,,Female,176,68.4,9.6,78.0,Intact,Undeveloped,
6616,2017,2017-08-02,02Aug17.06,,,Male,100,58.9,8.8,67.7,Intact,Undeveloped,
6617,2017,2017-08-04,04Aug17.02,,,Male,156,66.1,9.3,75.4,Intact,,
6618,2017,2017-08-04,04Aug17.03,,,Female,128,68.0,9.4,77.4,Intact,,
6619,2017,2017-08-04,04Aug17.04,,,Male,112,57.6,9.0,66.6,Intact,Undeveloped,
6620,2017,2017-08-05,05Aug17.06,,,Female,160,74.1,10.1,84.2,Intact,,
6621,2017,2017-08-08,08Aug17.06,,,Male,116,56.5,9.0,65.5,Intact,,
6622,2017,2017-08-08,08Aug17.07,,,,114,53.5,8.5,62.0,Intact,,
6623,2017,2017-08-09,09Aug17.04,,,Female,116,64.4,9.6,74.0,Intact,,
6624,2017,2017-08-09,09Aug17.05,,,Female,94,56.0,7.6,63.6,Intact,Undeveloped,
6625,2017,2017-08-11,09Aug17.06,,,Male,104,57.7,7.7,65.4,Intact,Undeveloped,
6626,2017,2017-08-11,10Aug17.05,,,Female,156,65.2,9.1,74.3,Intact,Undeveloped,
6627,2017,2017-08-10,10Aug17.06,,,Male,106,60.3,8.1,68.4,Intact,Undeveloped,
6628,2017,2017-08-11,11Aug17.06,,,Female,90,57.7,7.9,65.6,Intact,Undeveloped,
6629,2017,2017-08-11,11Aug17.07,,,Female,112,62.5,8.6,71.1,Intact,Undeveloped,
6630,2017,2017-08-18,12Aug17.08,,,Female,112,57.0,8.7,65.7,Intact,Undeveloped,
6631,2017,2017-08-17,12Aug17.09,,,Female,170,66.0,9.8,75.8,Intact,Undeveloped,
6632,2017,2017-08-12,12Aug17.10,,,Male,96,61.5,8.7,70.2,Intact,Undeveloped,
6633,2017,2017-08-12,12Aug17.11,,,Female,212,69.1,11.2,80.3,Intact,,
6634,2017,2017-08-12,12Aug17.12,,,Male,92,55.6,7.8,63.4,Intact,Undeveloped,
6635,2017,2017-08-13,13Aug17.05,,,Female,118,60.3,9.5,69.8,Intact,Undeveloped,
6636,2017,2017-08-14,13Aug17.08,,,Female,112,64.3,9.5,73.8,Intact,Undeveloped,
6637,2017,2017-12-04,18Nov17.03,,,Male,10324,261.5,40.0,301.5,Intact,Turgid,
6638,2017,2017-07-30,30Jul17.03,,,Female,114,61.6,8.9,70.5,Intact,Undeveloped,
6639,2017,2017-09-04,04Sep17.02,,,Female,192,70.8,10.0,80.8,Intact,Undeveloped,
6640,2017,2017-08-11,08Aug17.05,,,Male,8108,247.0,35.4,282.4,Intact,Flaccid,
6641,2017,2017-08-10,10Aug17.03,,,Female,5832,210.5,30.0,240.5,Intact,Primary,
6642,2017,2017-08-12,12Aug17.13,,,Female,,143.5,20.5,164.0,Intact,Undeveloped,
6643,2017,2017-01-16,16Jan17.01,,,Female,18200,278.5,37.3,315.8,Intact,Secondary,37
6644,2016,2016-11-29,29Nov16.02,,,Male,3848,155.5,25.0,180.5,Intact,,
6646,2017,2017-12-10,10Dec17.01,532952,2842656,Male,,,,,,,
6647,2017,2017-08-09,02Aug17.04,,,Female,5406,213.0,17.7,230.7,Intact,Primary,
6648,2017,2017-06-05,05Jun17.01,,,Female,6698,223.0,29.5,252.5,Intact,Primary,
6649,2017,2017-08-09,09Aug17.03,,,Female,5032,200.8,26.8,227.6,Intact,Primary,
6650,2017,2017-08-11,10Aug17.04,,,Male,4772,201.0,30.5,231.5,Intact,Flaccid,
6655,2017,2017-12-11,11Dec17.02,532880,2844809,Male,,,,,,,
6656,2017,2017-01-11,11Jan17.02,,,Male,11470,248.0,,,Intact,Turgid,
6657,2017,2017-07-12,12Jul17.04,,,Female,15500,279.0,41.0,320.0,Intact,Primary,
6658,2017,2017-07-12,12Jul17.05,,,Male,1980,155.5,23.0,178.5,Intact,Flaccid,
6659,2017,2017-08-13,13Aug17.06,,,,82,62.0,8.5,70.5,Intact,,
6660,2017,2017-01-16,16Jan17.02,,,Male,4420,171.0,27.0,198.0,Intact,Semi-turgid,
6661,2014,2014-12-26,26Dec14.03,,,,3386,198.0,32.0,230.0,Intact,,
6662,2014,2014-12-26,26Dec14.04,,,,5306,200.0,28.5,228.5,Intact,,
6663,2014,2014-02-28,28Feb17.01,,,,1410,146.3,19.8,166.1,Intact,,
6664,2017,2017-07-29,29Jul17.01,,,Male,12000,253.0,38.7,291.7,Intact,Flaccid,
6665,2016,2016-07-31,31Jul16.09,,,Female,10881,247.5,34.8,282.3,Intact,,
6666,2017,2017-08-06,06Aug17.03,,,Female,1938,141.5,11.5,153.0,Broken,Undeveloped,
6667,2017,2017-12-11,10Dec17.01,,,Male,6266,218.5,32.7,251.2,Intact,Turgid,
6669,2017,2017-08-12,12Aug17.07,,,Female,5012,202.0,29.0,231.0,Intact,Primary,
6670,2017,2017-04-13,13Apr17.02,,,Female,10390,239.5,34.5,274.0,Intact,Primary,
6671,2017,2017-08-13,13Aug17.07,,,Female,96,54.5,8.5,63.0,Intact,Undeveloped,
6672,2017,2017-01-17,13Jan17.02,,,Male,4396,166.0,26.0,192.0,Intact,Semi-turgid,
6673,2017,2017-07-18,18Jul17.03,,,Male,3846,159.0,22.5,181.5,Intact,Flaccid,
6675,2017,2017-06-20,20Jun17.02,468914,2870592,Female,,,,,Broken,,
6676,2017,2017-09-25,23Sep17.01,,,Female,364,81.5,11.5,93.0,Intact,Undeveloped,
6677,2017,2017-01-17,28Dec16.01,,,Male,4388,186.0,27.5,213.5,Intact,Semi-turgid,
6679,2017,2017-12-14,14Dec17.01,498778,2849132,Male,,,,,,,
6681,2017,2017-12-14,14Dec17.02,532946,2841050,Male,,,,,,,
6684,2017,2017-12-16,16Dec17.01,491296,2860455,Male,,,,,,,
6686,2017,2017-12-16,16Dec17.02,532773,2847710,Male,,,,,,,
6688,2017,2017-12-17,17Dec17.01,532988,2841617,Male,,,,,,,
6694,2017,2017-12-21,11Dec17.02,,,Male,7800,230.8,33.2,264.0,Intact,Turgid,
6695,2017,2017-12-21,14Dec17.02,,,Male,4374,190.7,28.7,219.4,Intact,Turgid,
6696,2017,2017-12-21,16Dec17.01,,,Male,5760,205.6,29.0,234.6,Intact,Turgid,
6697,2017,2017-12-21,16Dec17.02,,,Male,5250,197.3,29.8,227.1,Intact,Turgid,
6699,2017,2017-12-22,22Dec17.01,491118,2860461,Male,,,,,,,
6701,2017,2017-12-23,23Dec17.01,532910,2843865,Male,,,,,,,
6703,2017,2017-12-23,23Dec17.02,532843,2845569,Male,,,,,,,
6705,2017,2017-12-27,27Dec17.01,519027,2807146,Male,,,,,,,
6707,2017,2017-12-27,27Dec17.02,467185,2864794,Female,,,,,,,
6708,2017,2017-12-28,14Dec17.01,,,Male,8798,211.0,32.1,243.1,Intact,,
6712,2017,2017-12-28,17Dec17.01,,,Male,6852,225.0,32.8,257.8,Intact,Turgid,
6713,2017,2017-12-28,23Dec17.01,,,Male,6050,209.5,31.2,240.7,Intact,Turgid,
6714,2017,2017-12-28,23Dec17.02,,,Male,4978,195.0,29.5,224.5,Intact,Turgid,
6716,2018,2018-01-01,01Jan18.01,532893,2844368,Female,,,,,,,
6718,2018,2018-01-02,02Jan18.01,462876,2864695,Male,,,,,,,
6721,2018,2018-01-03,01Jan18.01,,,Female,8936,260.4,34.3,294.7,Intact,Primary,
6723,2018,2018-01-04,04Jan18.01,566660,2816560,Female,,,,,,,
6726,2018,2018-01-03,27Dec17.01,,,Male,3292,200.8,33.0,233.8,Intact,Flaccid,
